tempo_us,sinal_ad,adc_ads,adc_gpio14,pressao,pressao_total
16026736,129,6860,4095,10.186,12.069
16059052,129,6845,4095,10.154,12.038
16091395,130,6830,4095,10.123,12.007
16123703,130,6814,4095,10.090,11.974
16156026,130,6798,4095,10.056,11.940
16188348,130,6781,4095,10.021,11.905
16220687,130,6769,4095,9.996,11.880
16253002,130,6757,4095,9.971,11.855
16285570,142,6744,4095,9.944,11.828
16317885,142,6731,4095,9.917,11.801
16350234,142,6723,4095,9.900,11.784
16382538,142,6722,4095,9.898,11.782
16414860,143,6731,4095,9.917,11.801
16447158,144,6744,4095,9.944,11.828
16479483,145,6783,4095,10.025,11.909
16511810,146,6813,4095,10.088,11.972
16544138,147,6848,4095,10.161,12.044
16576449,148,6897,4095,10.263,12.147
16608769,150,6944,4095,10.361,12.244
16641103,152,6996,4095,10.469,12.353
16673427,153,7054,4095,10.590,12.474
16705740,155,7113,4095,10.713,12.597
16738064,157,7173,4095,10.838,12.722
16770385,159,7229,4095,10.954,12.838
16802720,160,7312,4095,11.127,13.011
16835029,162,7401,4095,11.313,13.197
16867352,164,7484,4095,11.486,13.369
16899675,165,7566,4095,11.656,13.540
16932015,167,7650,4095,11.831,13.715
16964327,168,7736,4095,12.011,13.894
16996646,170,7824,4095,12.194,14.078
17028967,171,7916,4095,12.386,14.269
17061305,173,8003,4095,12.567,14.451
17093617,174,8102,4095,12.773,14.657
17125940,175,8236,4095,13.052,14.936
17158251,176,8350,4095,13.290,15.174
17190598,177,8456,4095,13.511,15.394
17222907,178,8560,4095,13.727,15.611
17255230,178,8663,4095,13.942,15.826
17287552,179,8767,4095,14.159,16.042
17319885,179,8875,4095,14.384,16.267
17352189,180,8983,4095,14.609,16.492
17384518,180,9091,4095,14.834,16.717
17416832,180,9197,4095,15.054,16.938
17449169,180,9303,4095,15.275,17.159
17481474,180,9406,4095,15.490,17.374
17513796,180,9506,4095,15.698,17.582
17546095,180,9605,4095,15.904,17.788
17578419,179,9699,4095,16.100,17.984
17610748,179,9793,4095,16.296,18.180
17643077,179,9885,4095,16.488,18.372
17675386,179,9973,4095,16.671,18.555
17707705,178,10058,4095,16.848,18.732
17740036,178,10141,4095,17.021,18.905
17772366,177,10220,4095,17.186,19.069
17804678,177,10295,4095,17.342,19.226
17837002,177,10365,4095,17.488,19.372
17869311,177,10430,4095,17.623,19.507
17901658,177,10492,4095,17.752,19.636
17933967,177,10552,4095,17.877,19.761
17966291,176,10608,4095,17.994,19.878
17998613,175,10659,4095,18.100,19.984
18030954,173,10705,4095,18.196,20.080
18063264,172,10751,4095,18.292,20.176
18095583,171,10792,4095,18.377,20.261
18127904,170,10828,4095,18.452,20.336
18160241,169,10859,4095,18.517,20.401
18192552,168,10885,4095,18.571,20.455
18224879,167,10905,4095,18.613,20.497
18257189,166,10919,4095,18.642,20.526
18289525,165,10923,4095,18.650,20.534
18321846,164,10921,4095,18.646,20.530
18354169,163,10911,4095,18.625,20.509
18386491,162,10893,4095,18.588,20.472
18418823,161,10871,4095,18.542,20.426
18451145,161,10845,4095,18.488,20.372
18483463,160,10814,4095,18.423,20.307
18515785,159,10779,4095,18.350,20.234
18548117,158,10742,4095,18.273,20.157
18580427,158,10706,4095,18.198,20.082
18612757,157,10667,4095,18.117,20.001
18645072,156,10626,4095,18.031,19.915
18677407,155,10583,4095,17.942,19.826
18709717,155,10536,4095,17.844,19.728
18742049,154,10488,4095,17.744,19.628
18774372,154,10439,4095,17.642,19.526
18806701,153,10387,4095,17.534,19.417
18839009,152,10332,4095,17.419,19.303
18871335,152,10275,4095,17.300,19.184
18903649,151,10218,4095,17.181,19.065
18935985,151,10166,4095,17.073,18.957
18968286,150,10106,4095,16.948,18.832
19000626,150,10037,4095,16.804,18.688
19032948,150,9970,4095,16.665,18.549
19065284,149,9905,4095,16.529,18.413
19097596,149,9843,4095,16.400,18.284
19129920,149,9781,4095,16.271,18.155
19162241,150,9719,4095,16.142,18.026
19194576,151,9661,4095,16.021,17.905
19226886,153,9603,4095,15.900,17.784
19259209,154,9548,4095,15.786,17.669
19291539,155,9496,4095,15.677,17.561
19323872,157,9448,4095,15.577,17.461
19356182,158,9405,4095,15.488,17.372
19388501,159,9368,4095,15.411,17.294
19420835,161,9339,4095,15.350,17.234
19453162,162,9317,4095,15.304,17.188
19485474,164,9299,4095,15.267,17.151
19517797,165,9290,4095,15.248,17.132
19550126,164,9286,4095,15.240,17.124
19582456,163,9291,4095,15.250,17.134
19614764,162,9300,4095,15.269,17.153
19647087,162,9317,4095,15.304,17.188
19679408,161,9341,4095,15.354,17.238
19711750,160,9367,4095,15.409,17.292
19744061,159,9395,4095,15.467,17.351
19776380,159,9424,4095,15.527,17.411
19808701,158,9452,4095,15.586,17.469
19841040,157,9479,4095,15.642,17.526
19873350,156,9504,4095,15.694,17.578
19905675,156,9524,4095,15.736,17.619
19937993,155,9543,4095,15.775,17.659
19970333,154,9561,4095,15.813,17.697
20002641,154,9569,4095,15.829,17.713
20034964,153,9565,4095,15.821,17.705
20067286,152,9561,4095,15.813,17.697
20099619,152,9553,4095,15.796,17.680
20131926,151,9542,4095,15.773,17.657
20164253,150,9526,4095,15.740,17.624
20196567,150,9506,4095,15.698,17.582
20228903,149,9481,4095,15.646,17.530
20261208,149,9454,4095,15.590,17.474
20293530,148,9423,4095,15.525,17.409
20325830,147,9390,4095,15.456,17.340
20358154,147,9355,4095,15.384,17.267
20390482,146,9316,4095,15.302,17.186
20422811,146,9276,4095,15.219,17.103
