tempo_us,sinal_ad,adc_ads,adc_gpio14,pressao,pressao_total
21489405,133,12791,4095,16.173,24.426
21521746,132,12754,4095,16.096,24.349
21554057,132,12719,4095,16.023,24.276
21586376,132,12685,4095,15.952,24.205
21618697,132,12652,4095,15.883,24.136
21651036,131,12621,4095,15.819,24.072
21683348,131,12593,4095,15.760,24.013
21715671,131,12567,4095,15.706,23.959
21747981,131,12539,4095,15.648,23.901
21780326,131,12514,4095,15.596,23.849
21812638,131,12489,4095,15.543,23.797
21844960,130,12467,4095,15.498,23.751
21877283,130,12446,4095,15.454,23.707
21909615,130,12426,4095,15.412,23.665
21941921,130,12406,4095,15.371,23.624
21974249,130,12387,4095,15.331,23.584
22006563,130,12370,4095,15.296,23.549
22038899,130,12353,4095,15.260,23.513
22071204,130,12337,4095,15.227,23.480
22103526,130,12323,4095,15.198,23.451
22135825,129,12310,4095,15.171,23.424
22168146,129,12298,4095,15.146,23.399
22200478,129,12286,4095,15.121,23.374
22232807,129,12274,4095,15.096,23.349
22265116,129,12262,4095,15.071,23.324
22297435,129,12250,4095,15.046,23.299
22329755,129,12239,4095,15.023,23.276
22362097,129,12229,4095,15.002,23.255
22394405,129,12219,4095,14.981,23.234
22426732,129,12209,4095,14.960,23.213
22459042,129,12201,4095,14.944,23.197
22491388,129,12193,4095,14.927,23.180
22523698,129,12186,4095,14.912,23.165
22556021,129,12178,4095,14.896,23.149
22588343,130,12172,4095,14.883,23.136
22620683,130,12165,4095,14.868,23.122
22652998,130,12158,4095,14.854,23.107
22685316,130,12153,4095,14.844,23.097
22717638,130,12150,4095,14.837,23.090
22749970,130,12146,4095,14.829,23.082
